filename,width,height,class,xmin,ymin,xmax,ymax
317.jpg,302,167,can,38,106,102,164
318.jpg,229,220,can,52,10,180,206
319.jpg,276,183,can,33,38,203,157
320.jpg,242,208,can,27,12,127,195
320.jpg,242,208,can,105,81,225,186
321.jpg,276,182,can,30,6,266,171
322.jpg,274,184,can,56,82,164,145
322.jpg,274,184,can,36,20,113,81
322.jpg,274,184,can,170,57,249,161
323.jpg,275,183,can,50,18,239,162
324.jpg,300,168,can,149,15,205,128
324.jpg,300,168,can,99,19,148,130
325.jpg,238,211,can,8,1,236,209
326.jpg,310,163,can,105,1,187,142
326.jpg,310,163,can,1,1,87,163
326.jpg,310,163,can,183,7,249,121
326.jpg,310,163,can,252,43,286,104
327.jpg,240,210,can,31,1,123,164
327.jpg,240,210,can,126,1,214,162
328.jpg,480,360,can,215,30,356,303
328.jpg,480,360,can,28,150,226,312
329.jpg,266,189,can,36,87,146,166
329.jpg,266,189,can,139,28,212,168
330.jpg,225,225,can,53,94,84,139
330.jpg,225,225,can,111,85,140,130
330.jpg,225,225,can,191,76,218,117
330.jpg,225,225,can,165,80,194,121
330.jpg,225,225,can,139,82,167,125
330.jpg,225,225,can,85,90,111,133
330.jpg,225,225,can,3,69,19,114
330.jpg,225,225,can,20,76,36,127
330.jpg,225,225,can,37,85,57,134
332.jpg,260,194,can,37,56,94,156
332.jpg,260,194,can,170,56,220,157
334.jpg,252,200,can,104,87,155,189
335.jpg,267,189,can,102,84,176,136
335.jpg,267,189,can,14,58,64,145
335.jpg,267,189,can,97,12,132,79
335.jpg,267,189,can,198,55,232,137
335.jpg,267,189,can,141,1,172,66
336.jpg,293,172,can,140,36,214,167
336.jpg,293,172,can,217,37,290,172
337.jpg,1024,1024,can,171,9,588,761
337.jpg,1024,1024,can,297,448,997,1005
338.jpg,259,194,can,37,3,123,160
338.jpg,259,194,can,134,5,222,168
339.jpg,236,214,can,6,14,106,196
339.jpg,236,214,can,100,78,232,163
340.jpg,280,180,can,33,48,77,138
340.jpg,280,180,can,75,40,115,139
340.jpg,280,180,can,115,24,169,154
340.jpg,280,180,can,166,44,208,141
340.jpg,280,180,can,209,48,248,138
341.jpg,800,468,can,148,82,228,249
341.jpg,800,468,can,211,149,318,339
341.jpg,800,468,can,348,165,458,409
341.jpg,800,468,can,488,145,585,339
341.jpg,800,468,can,285,45,348,165
341.jpg,800,468,can,438,52,518,172
341.jpg,800,468,can,568,82,661,242
342.jpg,267,189,can,9,28,53,127
342.jpg,267,189,can,46,42,85,143
342.jpg,267,189,can,75,50,121,164
342.jpg,267,189,can,108,66,159,176
342.jpg,267,189,can,147,58,192,161
342.jpg,267,189,can,175,40,229,141
342.jpg,267,189,can,207,31,261,126
343.jpg,259,194,can,67,32,221,143
344.jpg,225,225,can,1,93,95,196
344.jpg,225,225,can,79,52,144,172
344.jpg,225,225,can,139,44,189,161
344.jpg,225,225,can,49,40,91,129
345.jpg,308,164,can,170,39,222,134
345.jpg,308,164,can,148,38,180,126
345.jpg,308,164,can,214,44,254,134
346.jpg,300,168,can,157,12,273,163
347.jpg,276,183,can,14,97,70,182
347.jpg,276,183,can,74,99,114,177
347.jpg,276,183,can,117,92,163,181
347.jpg,276,183,can,165,96,210,182
347.jpg,276,183,can,216,94,254,183
347.jpg,276,183,can,7,5,68,91
347.jpg,276,183,can,65,1,117,96
347.jpg,276,183,can,121,2,162,98
347.jpg,276,183,can,167,1,213,95
347.jpg,276,183,can,219,5,276,94
348.jpg,225,225,can,41,41,186,181
349.jpg,275,183,can,100,15,170,173
349.jpg,275,183,can,54,25,107,162
349.jpg,275,183,can,15,34,64,151
349.jpg,275,183,can,172,25,228,167
349.jpg,275,183,can,222,34,261,150
350.jpg,217,232,can,67,34,150,196
351.jpg,225,225,can,148,99,211,220
352.jpg,225,225,can,81,96,144,216
352.jpg,225,225,can,170,102,222,220
352.jpg,225,225,can,126,83,183,205
353.jpg,275,183,can,151,51,223,173
354.jpg,194,259,can,33,1,166,259
355.jpg,225,225,can,5,19,72,174
355.jpg,225,225,can,75,53,148,217
355.jpg,225,225,can,149,27,223,183
356.jpg,248,203,can,17,5,111,177
356.jpg,248,203,can,109,8,219,203
357.jpg,225,225,can,100,26,225,210
358.jpg,247,204,can,35,7,94,109
358.jpg,247,204,can,101,13,157,109
358.jpg,247,204,can,157,4,212,108
358.jpg,247,204,can,18,107,73,204
358.jpg,247,204,can,75,108,133,198
358.jpg,247,204,can,130,109,177,204
358.jpg,247,204,can,183,109,243,197
359.jpg,259,194,can,11,3,52,93
359.jpg,259,194,can,57,6,105,94
359.jpg,259,194,can,105,6,147,94
359.jpg,259,194,can,147,7,197,99
359.jpg,259,194,can,196,6,242,103
359.jpg,259,194,can,8,94,62,174
359.jpg,259,194,can,58,85,101,189
359.jpg,259,194,can,107,86,152,191
359.jpg,259,194,can,151,98,200,193
359.jpg,259,194,can,203,100,253,186
360.jpg,351,144,can,4,6,88,141
360.jpg,351,144,can,99,4,173,144
360.jpg,351,144,can,182,6,257,142
360.jpg,351,144,can,279,1,346,144
361.jpg,294,172,can,1,10,86,168
361.jpg,294,172,can,81,2,165,172
361.jpg,294,172,can,156,7,227,172
361.jpg,294,172,can,223,5,293,172
362.jpg,259,194,can,21,76,56,156
362.jpg,259,194,can,147,97,179,155
362.jpg,259,194,can,77,67,103,133
362.jpg,259,194,can,50,89,75,152
362.jpg,259,194,can,107,65,130,122
362.jpg,259,194,can,156,40,185,95
362.jpg,259,194,can,179,91,211,149
363.jpg,399,126,can,13,52,53,112
363.jpg,399,126,can,50,30,83,117
363.jpg,399,126,can,95,49,123,114
363.jpg,399,126,can,118,29,160,114
363.jpg,399,126,can,158,49,188,115
363.jpg,399,126,can,181,4,223,114
363.jpg,399,126,can,223,50,250,114
363.jpg,399,126,can,251,19,288,122
363.jpg,399,126,can,286,30,316,110
363.jpg,399,126,can,313,10,351,115
363.jpg,399,126,can,351,30,385,117
364.jpg,213,237,can,3,3,45,76
364.jpg,213,237,can,49,5,81,79
364.jpg,213,237,can,93,2,124,76
364.jpg,213,237,can,131,1,168,78
364.jpg,213,237,can,170,1,206,85
364.jpg,213,237,can,3,81,45,158
364.jpg,213,237,can,48,76,86,161
364.jpg,213,237,can,89,75,127,159
364.jpg,213,237,can,128,81,168,158
364.jpg,213,237,can,170,83,213,159
364.jpg,213,237,can,3,164,46,237
364.jpg,213,237,can,49,158,87,236
364.jpg,213,237,can,87,163,125,237
364.jpg,213,237,can,129,163,165,237
364.jpg,213,237,can,172,166,206,237
365.jpg,257,196,can,30,62,74,176
365.jpg,257,196,can,94,67,139,180
365.jpg,257,196,can,156,68,199,174
365.jpg,257,196,can,192,21,236,130
365.jpg,257,196,can,60,19,109,122
365.jpg,257,196,can,130,15,164,126
366.jpg,276,183,can,69,114,208,183
366.jpg,276,183,can,83,59,196,123
366.jpg,276,183,can,98,25,191,72
367.jpg,640,478,can,10,24,229,378
367.jpg,640,478,can,243,18,405,283
367.jpg,640,478,can,453,24,629,378
368.jpg,259,194,can,44,24,100,173
368.jpg,259,194,can,97,17,162,182
368.jpg,259,194,can,162,34,216,165
369.jpg,225,225,can,11,59,69,164
369.jpg,225,225,can,67,63,116,168
369.jpg,225,225,can,120,63,163,164
369.jpg,225,225,can,160,62,221,175
370.jpg,275,183,can,13,53,80,177
370.jpg,275,183,can,77,58,143,169
370.jpg,275,183,can,144,60,207,169
370.jpg,275,183,can,206,52,270,171
371.jpg,448,112,can,156,1,198,107
371.jpg,448,112,can,200,3,239,105
371.jpg,448,112,can,230,7,277,105
372.jpg,299,168,can,41,31,260,168
373.jpg,298,169,can,67,12,127,157
373.jpg,298,169,can,117,7,181,159
373.jpg,298,169,can,174,12,236,164
374.jpg,255,197,can,93,28,163,197
375.jpg,284,177,can,79,84,168,176
375.jpg,284,177,can,138,6,223,103
375.jpg,284,177,can,168,102,250,177
375.jpg,284,177,can,10,105,81,177
376.jpg,298,169,can,49,6,113,159
376.jpg,298,169,can,114,3,187,163
376.jpg,298,169,can,181,4,246,169
377.jpg,260,194,can,9,44,65,163
377.jpg,260,194,can,74,57,127,159
377.jpg,260,194,can,144,58,197,153
377.jpg,260,194,can,199,64,259,164
378.jpg,275,183,can,12,71,109,172
378.jpg,275,183,can,149,7,204,122
378.jpg,275,183,can,199,48,257,169
378.jpg,275,183,can,68,54,164,149
379.jpg,220,230,can,48,1,187,225
380.jpg,225,225,can,8,1,71,111
380.jpg,225,225,can,84,6,143,113
380.jpg,225,225,can,157,2,220,114
380.jpg,225,225,can,11,119,77,216
380.jpg,225,225,can,78,116,153,225
380.jpg,225,225,can,158,118,224,222
381.jpg,0,0,can,72,1,154,139
381.jpg,0,0,can,42,116,112,250
381.jpg,0,0,can,113,134,173,246
382.jpg,197,256,can,26,15,132,220
383.jpg,278,181,can,6,111,86,172
383.jpg,278,181,can,81,84,136,162
383.jpg,278,181,can,118,68,184,150
383.jpg,278,181,can,211,19,278,74
383.jpg,278,181,can,20,11,83,93
384.jpg,259,194,can,27,61,73,156
384.jpg,259,194,can,70,48,114,151
384.jpg,259,194,can,116,53,169,166
384.jpg,259,194,can,164,53,205,146
384.jpg,259,194,can,203,50,239,151
385.jpg,183,276,can,7,1,93,87
385.jpg,183,276,can,100,1,178,87
385.jpg,183,276,can,4,84,93,168
385.jpg,183,276,can,93,81,174,174
385.jpg,183,276,can,1,171,96,259
385.jpg,183,276,can,95,172,183,266
386.jpg,275,183,can,15,20,108,171
386.jpg,275,183,can,93,13,160,157
386.jpg,275,183,can,147,8,208,142
386.jpg,275,183,can,205,5,265,135
387.jpg,225,225,can,86,74,138,162
387.jpg,225,225,can,13,65,56,155
387.jpg,225,225,can,57,64,93,168
387.jpg,225,225,can,136,59,177,157
387.jpg,225,225,can,173,63,211,158
388.jpg,355,229,can,39,40,133,227
388.jpg,355,229,can,136,21,224,209
388.jpg,355,229,can,210,28,293,195
388.jpg,355,229,can,290,4,355,165
389.jpg,275,183,can,80,7,170,176
389.jpg,275,183,can,170,13,218,152
389.jpg,275,183,can,213,45,254,135
389.jpg,275,183,can,32,27,85,152
390.jpg,259,194,can,80,67,110,134
390.jpg,259,194,can,151,36,187,102
390.jpg,259,194,can,145,100,179,159
390.jpg,259,194,can,180,89,208,153
390.jpg,259,194,can,48,41,80,105
390.jpg,259,194,can,22,82,50,157
391.jpg,318,159,can,62,1,147,151
391.jpg,318,159,can,142,59,279,154
392.jpg,252,200,can,2,17,58,183
392.jpg,252,200,can,59,28,106,176
392.jpg,252,200,can,102,34,144,161
392.jpg,252,200,can,138,42,163,148
392.jpg,252,200,can,165,55,197,150
393.jpg,225,225,can,11,1,191,215
394.jpg,250,172,can,118,76,185,172
395.jpg,249,202,can,76,88,118,180
395.jpg,249,202,can,126,91,170,178
395.jpg,249,202,can,172,87,216,161
395.jpg,249,202,can,56,85,86,166
395.jpg,249,202,can,29,78,62,154
395.jpg,249,202,can,7,76,34,153
396.jpg,225,225,can,150,45,206,182
396.jpg,225,225,can,8,38,94,181
396.jpg,225,225,can,74,22,154,169
397.jpg,264,178,can,26,89,70,178
397.jpg,264,178,can,79,89,124,178
397.jpg,264,178,can,139,95,182,178
397.jpg,264,178,can,189,99,229,178
398.jpg,225,225,can,81,49,169,207
398.jpg,225,225,can,142,20,221,186
398.jpg,225,225,can,6,18,57,165
400.jpg,310,163,can,38,3,115,157
400.jpg,310,163,can,120,5,192,159
400.jpg,310,163,can,202,1,276,161
150(2).jpg,204,246,can,47,3,156,246
149(2).jpg,300,168,can,108,2,195,168
148(2).jpg,191,264,can,33,3,163,260
147(2).jpg,225,225,can,68,35,156,190
146(2).jpg,225,225,can,54,3,168,219
145(2).jpg,259,195,can,81,4,181,195
144(2).jpg,259,194,can,82,10,176,180
143(2).jpg,225,225,can,56,11,167,202
142(2).jpg,98,200,can,1,1,98,197
141(2).jpg,89,218,can,1,1,89,165
140(2).jpg,300,168,can,107,6,189,168
139(2).jpg,163,310,can,2,1,158,302
138(2).jpg,89,218,can,4,63,84,218
137(2).jpg,300,168,can,112,17,191,168
136(2).jpg,225,225,can,51,1,177,225
135(2).jpg,200,200,can,43,2,155,198
